Year,school name,Borough,Zip
1/1/2019,P.S. 050 Talfourd Lawn Elementary School,QUEENS,11435
1/1/2019,Richard R. Green High School of Teaching,MANHATTAN,10004
1/1/2019,I.S. 230,QUEENS,11372
1/1/2019,Bard High School Early College Queens,QUEENS,11101
1/1/2019,P.S. 306,BRONX,10453
1/1/2019,P.S. 163 Flushing Heights,QUEENS,11365
1/1/2019,J.H.S. 291 Roland Hayes,BROOKLYN,11221
1/1/2019,School for Classics High School,BROOKLYN,11208
1/1/2019,P.S. 096,QUEENS,11420
1/1/2019,P.S. 120 Queens,QUEENS,11355
1/1/2019,Energy Tech High School,QUEENS,11106
1/1/2019,MANHATTAN BUSINESS ACADEMY,MANHATTAN,10011
1/1/2019,P.S. 277,BRONX,10455
1/1/2019,Channel View School for Research,QUEENS,11694
1/1/2019,Yorkville Community School,MANHATTAN,10128
1/1/2019,Franklin Delano Roosevelt High School,BROOKLYN,11204
1/1/2019,P.S. 110 Florence Nightingale,MANHATTAN,10002
1/1/2019,P.S. 035,MANHATTAN,10019
1/1/2019,P.S. 377,QUEENS,11417
1/1/2019,J.H.S. 189 Daniel Carter Beard,QUEENS,11355
1/1/2019,Marta Valle High School,MANHATTAN,10002
1/1/2019,Liberty High School Academy for Newcomers,MANHATTAN,10011
1/1/2019,P.S. 178 - Dr. Selman Waksman,BRONX,10475
1/1/2019,Forest Hills High School,QUEENS,11375
1/1/2019,Young Women's Leadership School of Brooklyn,BROOKLYN,11206
1/1/2019,P.S. 199 Frederick Wachtel,BROOKLYN,11230
1/1/2019,Bronx Little School,BRONX,10460
1/1/2019,P.S. 253,QUEENS,11691
1/1/2019,Fort Greene Preparatory Academy,BROOKLYN,11205
1/1/2019,Edward A. Reynolds West Side High School,MANHATTAN,10025
1/1/2019,P.S. 091 The Albany Avenue School,BROOKLYN,11203
1/1/2019,Stephen T. Mather Building Arts & Craftsmanship Hi,MANHATTAN,10019
1/1/2019,The Lexington Academy,MANHATTAN,10029
1/1/2019,Central Park East II,MANHATTAN,10029
1/1/2019,P.S. 38 Roberto Clemente,MANHATTAN,10029
1/1/2019,Collaborative Arts Middle School,QUEENS,11413
1/1/2019,Battery Park City School,MANHATTAN,10280
1/1/2019,Queens Academy High School,QUEENS,11354
1/1/2019,Learners and Leaders,QUEENS,11385
1/1/2019,P.S. 007 Louis F. Simeone,QUEENS,11373
1/1/2019,Providing Urban Learners Success In Education High,BRONX,10457
1/1/2019,Juan Morel Campos Secondary School,BROOKLYN,11206
1/1/2019,J.H.S. 292 Margaret S. Douglas,BROOKLYN,11207
1/1/2019,Tottenville High School,STATEN ISLAND,10312
1/1/2019,The Bilingual Bicultural School,MANHATTAN,10029
1/1/2019,West Prep Academy,MANHATTAN,10025
1/1/2019,Bronx Collaborative High School,BRONX,10468
1/1/2019,John Adams High School,QUEENS,11417
1/1/2019,The School of Science and Applied Learning,BRONX,10457
1/1/2019,P.S. 527 - East Side School for Social Action,MANHATTAN,10128
1/1/2019,Brooklyn Collaborative Studies,BROOKLYN,11231
1/1/2019,P.S. 040 Augustus Saint-Gaudens,MANHATTAN,10003
1/1/2019,P.S. 399 Stanley Eugene Clark,BROOKLYN,11226
1/1/2019,Multicultural High School,BROOKLYN,11208
1/1/2019,P.S. 160 William T. Sampson,BROOKLYN,11219
1/1/2019,P.S. 015 Jackie Robinson,QUEENS,11413
1/1/2019,P.S. 088 Seneca,QUEENS,11385
1/1/2019,Queens United Middle School,QUEENS,11413
1/1/2019,P.S. 328 Phyllis Wheatley,BROOKLYN,11207
1/1/2019,Wave Preparatory Elementary School,QUEENS,11691
1/1/2019,P.S. 261 Philip Livingston,BROOKLYN,11201
1/1/2019,The Highbridge Green School,BRONX,10452
1/1/2019,J.H.S. 022 Jordan L. Mott,BRONX,10456
1/1/2019,P.S. 138,MANHATTAN,10035
1/1/2019,P.S. 076 A. Philip Randolph,MANHATTAN,10027
1/1/2019,P.S. 216 Arturo Toscanini,BROOKLYN,11223
1/1/2019,I.S. 204 Oliver W. Holmes,QUEENS,11106
1/1/2019,P.S. 057 Hubert H. Humphrey,STATEN ISLAND,10304
1/1/2019,The Academy of Urban Planning and Engineering,BROOKLYN,11237
1/1/2019,P.S. 65 The Academy of Innovative Learning,STATEN ISLAND,10301
1/1/2019,P.S. 049 Dorothy Bonawit Kole,QUEENS,11379
1/1/2019,P.S. 130,QUEENS,11361
1/1/2019,South Brooklyn Community High School,BROOKLYN,11231
1/1/2019,P.S. 238 Anne Sullivan,BROOKLYN,11223
1/1/2019,I.S. 171 Abraham Lincoln,BROOKLYN,11208
1/1/2019,The Hunts Point School,BRONX,10474
1/1/2019,The Children's Lab School,QUEENS,11104
1/1/2019,Brownsville Academy High School,BROOKLYN,11212
1/1/2019,Emma Lazarus High School,MANHATTAN,10002
1/1/2019,P.S. 108 Sal Abbracciamento,BROOKLYN,11208
1/1/2019,J.H.S. 167 Robert F. Wagner,MANHATTAN,10021
1/1/2019,P.S. 044 Thomas C. Brown,STATEN ISLAND,10303
1/1/2019,P.S. 150,MANHATTAN,10013
1/1/2020,I.S. 237,QUEENS,11355
1/1/2020,P.S. 064 Joseph P. Addabbo,QUEENS,11416
1/1/2020,Queens High School for the Sciences at York College,QUEENS,11433
1/1/2020,High School for Excellence and Innovation,MANHATTAN,10034
1/1/2020,P.S. 206 Joseph F Lamb,BROOKLYN,11229
1/1/2020,"The High School for Enterprise, Business and Technology",BROOKLYN,11211
1/1/2020,Eagle Academy for Young Men III,QUEENS,11434
1/1/2020,Tottenville High School,STATEN ISLAND,10312
1/1/2020,High School M560 - City As School,MANHATTAN,10014
1/1/2020,J.H.S. 217 Robert A. Van Wyck,QUEENS,11435
1/1/2020,P.S. 041 Greenwich Village,MANHATTAN,10011
1/1/2020,P.S. 186 Dr. Irving A Gladstone,BROOKLYN,11214
1/1/2020,Fort Hamilton High School,BROOKLYN,11209
1/1/2020,Williamsburg Preparatory School,BROOKLYN,11211
1/1/2020,"Young Women's Leadership School, Astoria",QUEENS,11102
1/1/2020,P.S. 110,QUEENS,11368
1/1/2020,Bronx Aerospace High School,BRONX,10467
1/1/2020,J.H.S. 062 Ditmas,BROOKLYN,11218
1/1/2020,P.S. 211,BRONX,10457
1/1/2020,Emma Lazarus High School,MANHATTAN,10002
1/1/2020,Frederick Douglass Academy III Secondary School,BRONX,10456
1/1/2020,J.H.S. 022 Jordan L. Mott,BRONX,10456
1/1/2020,J.H.S. 201 The Dyker Heights,BROOKLYN,11228
1/1/2020,J.H.S. 185 Edward Bleeker,QUEENS,11354
1/1/2020,Bushwick Community High School,BROOKLYN,11221
1/1/2020,Baruch College Campus High School,MANHATTAN,10010
1/1/2020,West End Secondary School,MANHATTAN,10023
1/1/2020,East New York Family Academy,BROOKLYN,11207
1/1/2020,M.S. 51 William Alexander,BROOKLYN,11215
1/1/2020,P.S. 015 Jackie Robinson,QUEENS,11413
1/1/2020,P.S. 017 Henry David Thoreau,QUEENS,11102
1/1/2020,Young Women's Leadership School of Brooklyn,BROOKLYN,11206
1/1/2020,P.S. 050 Talfourd Lawn Elementary School,QUEENS,11435
1/1/2020,P.S. 306,BRONX,10453
1/1/2020,Townsend Harris High School,QUEENS,11367
1/1/2020,P.S. 004 Maurice Wollin,STATEN ISLAND,10312
1/1/2020,P.S. 58 - The School of Heroes,QUEENS,11378
1/1/2020,East Side Community School,MANHATTAN,10009
1/1/2020,Van Siclen Community Middle School,BROOKLYN,11207
1/1/2020,William Cullen Bryant High School,QUEENS,11103
1/1/2020,P.S. 299 Thomas Warren Field,BROOKLYN,11221
1/1/2020,J.H.S. 167 Robert F. Wagner,MANHATTAN,10021
1/1/2020,P.S. 368,BROOKLYN,11206
1/1/2020,P.S. 009 Sarah Anderson,MANHATTAN,10024
1/1/2020,P.S. 021 Edward Hart,QUEENS,11354
1/1/2020,El Puente Academy for Peace and Justice,BROOKLYN,11211
1/1/2020,Staten Island Technical High School,STATEN ISLAND,10306
1/1/2020,I.S. 051 Edwin Markham,STATEN ISLAND,10302
1/1/2020,Brooklyn Preparatory High School,BROOKLYN,11211
1/1/2020,Pace High School,MANHATTAN,10002
1/1/2020,South Bronx Preparatory: A College Board School,BRONX,10454
1/1/2020,J.H.S. 227 Edward B. Shallow,BROOKLYN,11204
1/1/2020,#N/A,#N/A,#N/A
1/1/2020,M.S. 890,BROOKLYN,11218
1/1/2020,"Brooklyn Latin School, The",BROOKLYN,11206
1/1/2020,Franklin Delano Roosevelt High School,BROOKLYN,11204
1/1/2020,Renaissance School of the Arts,MANHATTAN,10035
1/1/2020,I.S. 141 The Steinway,QUEENS,11105
1/1/2020,Corona Arts & Sciences Academy,QUEENS,11368
1/1/2020,The Williamsburg High School of Art and Technology,BROOKLYN,11206
1/1/2020,"School of Math, Science, and Healthy Living",BROOKLYN,11220
1/1/2020,J.H.S. 050 John D. Wells,BROOKLYN,11211
1/1/2020,Spruce Street School,MANHATTAN,10038
1/1/2020,Institute for Health Professions at Cambria Heights,QUEENS,11411
1/1/2020,World View High School,BRONX,10468
1/1/2020,New York City Lab Middle School for Collaborative Studies,MANHATTAN,10011
1/1/2020,"PS/MS 20 P.O.George J. Werdann, III",BRONX,10467
1/1/2020,The Anderson School,MANHATTAN,10024
1/1/2020,P.S. 204 Vince Lombardi,BROOKLYN,11228
1/1/2020,John Adams High School,QUEENS,11417
1/1/2020,Innovation Diploma Plus,MANHATTAN,10024
1/1/2020,Newcomers High School,QUEENS,11101
1/1/2020,Brownsville Academy High School,BROOKLYN,11212
1/1/2020,Hunters Point Community Middle School,QUEENS,11101
1/1/2020,Multicultural High School,BROOKLYN,11208
1/1/2020,P.S. 179 Kensington,BROOKLYN,11218
1/1/2020,Marta Valle High School,MANHATTAN,10002
1/1/2020,Manhattan Early College School for Advertising,MANHATTAN,10038
1/1/2020,P.S. 065 Mother Hale Academy,BRONX,10454
1/1/2020,P.S. 182 Samantha Smith,QUEENS,11432
1/1/2020,Transit Tech Career and Technical Education High School,BROOKLYN,11208
1/1/2020,Brooklyn High School for Leadership and Community Service,BROOKLYN,11205
1/1/2020,Concord High School,STATEN ISLAND,10304
1/1/2020,P.S. 069 Journey Prep School,BRONX,10473
1/1/2020,P.S. 253,QUEENS,11691
1/1/2020,P.S. 075 Emily Dickinson,MANHATTAN,10025
1/1/2020,"Facing History School, The",MANHATTAN,10019
1/1/2020,The Stephanie A. Vierno School,STATEN ISLAND,10306
1/1/2020,P.S. 024 Andrew Jackson,QUEENS,11355
1/1/2020,Manhattan International High School,MANHATTAN,10065
1/1/2020,P.S. 192 - The Magnet School for Math and Science Inquiry,BROOKLYN,11204
1/1/2020,Academy for Young Writers,BROOKLYN,11208
1/1/2020,Satellite Academy High School,MANHATTAN,10001
1/1/2020,P.S. 090 Horace Mann,QUEENS,11418
1/1/2020,P.S. 084 Jose De Diego,BROOKLYN,11211
1/1/2020,South Bronx Academy for Applied Media,BRONX,10456
1/1/2020,Parkside Preparatory Academy,BROOKLYN,11226
1/1/2020,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",QUEENS,11101
1/1/2020,P.S. 216 Arturo Toscanini,BROOKLYN,11223
1/1/2020,Dos Puentes Elementary School,MANHATTAN,10033
1/1/2020,P.S. 196 Grand Central Parkway,QUEENS,11375
1/1/2020,P.S. 200 Benson School,BROOKLYN,11214
1/1/2020,Fort Greene Preparatory Academy,BROOKLYN,11205
1/1/2020,P.S. 029 John M. Harrigan,BROOKLYN,11201
1/1/2020,Cambria Heights Academy,QUEENS,11423
1/1/2020,Hawtree Creek Middle School,QUEENS,11420
1/1/2020,P.S. 163 Flushing Heights,QUEENS,11365
1/1/2020,Expeditionary Learning School for Community Leaders,BROOKLYN,11214
1/1/2020,P.S. Q811,QUEENS,11362
1/1/2020,P.S. 014 Fairview,QUEENS,11368
1/1/2020,Fannie Lou Hamer Middle School,BRONX,10460
1/1/2020,P.S. 205 Clarion,BROOKLYN,11204
1/1/2020,P.S. 183 Robert L. Stevenson,MANHATTAN,10065
1/1/2020,P.S. K721 - Brooklyn Occupational Training Center,BROOKLYN,11223
1/1/2020,P.S. 160 William T. Sampson,BROOKLYN,11219
1/1/2020,Village Academy,QUEENS,11691
1/1/2020,Community Health Academy of the Heights,MANHATTAN,10032
1/1/2020,Academy for Conservation and the Environment,BROOKLYN,11236
1/1/2020,M.S. M245 The Computer School,MANHATTAN,10024
1/1/2020,I.S. 313 School of Leadership Development,BRONX,10457
1/1/2020,P.S. 261 Philip Livingston,BROOKLYN,11201
1/1/2020,John Jay School for Law,BROOKLYN,11215
1/1/2020,Spring Creek Community School,BROOKLYN,11208
1/1/2020,I.S. R002 George L. Egbert,STATEN ISLAND,10306
1/1/2020,P.S. 97 The Highlawn,BROOKLYN,11223
1/1/2020,P.S. 047 John Randolph,BRONX,10472
1/1/2020,P.S. 078 Anne Hutchinson,BRONX,10469
1/1/2020,The Lexington Academy,MANHATTAN,10029
1/1/2020,N.Y.C. Museum School,MANHATTAN,10011
1/1/2020,P.S. 165 Edith K. Bergtraum,QUEENS,11367
1/1/2020,Brooklyn Studio Secondary School,BROOKLYN,11214
1/1/2020,P.S. 160 Walter Francis Bishop,QUEENS,11435
1/1/2020,P.S. 207 Rockwood Park,QUEENS,11414
1/1/2020,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,MANHATTAN,10029
1/1/2020,Lyons Community School,BROOKLYN,11206
1/1/2020,George Westinghouse Career and Technical Education High School,BROOKLYN,11201
1/1/2020,P.S. 223 Lyndon B. Johnson,QUEENS,11434
1/1/2020,Eleanor Roosevelt High School,MANHATTAN,10021
1/1/2020,P.S. 396,BRONX,10453
1/1/2020,Thurgood Marshall Academy for Learning and Social Change,MANHATTAN,10030
1/1/2020,New Heights Middle School,BROOKLYN,11203
1/1/2020,P.S. 102 Jacques Cartier,MANHATTAN,10029
1/1/2020,P.S. K315,BROOKLYN,11210
1/1/2020,J.H.S. 189 Daniel Carter Beard,QUEENS,11355
1/1/2020,P.S. 194 Countee Cullen,MANHATTAN,10030
1/1/2020,I.S. 230,QUEENS,11372
1/1/2020,The Highbridge Green School,BRONX,10452
1/1/2020,P.S./I.S. 323,BROOKLYN,11212
1/1/2020,The Bilingual Bicultural School,MANHATTAN,10029
1/1/2020,P.S. 002 Meyer London,MANHATTAN,10002
1/1/2020,Young Women's Leadership School of the Bronx,BRONX,10453
1/1/2020,P.S. 071 Forest,QUEENS,11385
1/1/2020,The Hunts Point School,BRONX,10474
1/1/2020,"P.S. 279 Captain Manuel Rivera, Jr.",BRONX,10453
1/1/2020,Manhattan Business Academy,MANHATTAN,10011
1/1/2020,High School of Telecommunication Arts and Technology,BROOKLYN,11220
1/1/2020,Bronx Envision Academy,BRONX,10460
1/1/2020,J.H.S. 291 Roland Hayes,BROOKLYN,11221
1/1/2020,P.S. 048 William Wordsworth,QUEENS,11433
1/1/2020,Secondary School for Journalism,BROOKLYN,11215
1/1/2020,University Neighborhood High School,MANHATTAN,10002
1/1/2020,University Heights Secondary School,BRONX,10455
1/1/2020,Hudson High School of Learning Technologies,MANHATTAN,10011
1/1/2020,"City Polytechnic High School of Engineering, Architecture, and Technology",BROOKLYN,11201
1/1/2020,Brooklyn Science and Engineering Academy,BROOKLYN,11203
1/1/2020,The Family School,BRONX,10456
1/1/2020,Richard R. Green High School of Teaching,MANHATTAN,10004
1/1/2020,P.S./M.S 042 R. Vernam,QUEENS,11692
1/1/2020,Yorkville Community School,MANHATTAN,10128
1/1/2020,P.S. 262 El Hajj Malik El Shabazz Elementary School,BROOKLYN,11233
1/1/2020,P.S. 120 Queens,QUEENS,11355
1/1/2020,J.H.S. 104 Simon Baruch,MANHATTAN,10010
1/1/2020,P.S. 280,QUEENS,11372
1/1/2020,P.S. 048 Mapleton,BROOKLYN,11204
1/1/2020,Midwood High School,BROOKLYN,11210
1/1/2020,Health Opportunities High School,BRONX,10451
1/1/2020,P.S. 199 Frederick Wachtel,BROOKLYN,11230
1/1/2020,Clara Barton High School,BROOKLYN,11225
1/1/2020,P.S./M.S. 280 Mosholu Parkway,BRONX,10467
1/1/2020,P.S. 001 The Bergen,BROOKLYN,11220
1/1/2020,J.H.S. 190 Russell Sage,QUEENS,11375
1/1/2020,M.S. 442 Carroll Gardens School for Innovation,BROOKLYN,11215
1/1/2020,P.S. 101 The Verrazano,BROOKLYN,11214
1/1/2020,New Voices School of Academic & Creative Arts,BROOKLYN,11215
1/1/2020,The High School of Fashion Industries,MANHATTAN,10011
1/1/2020,West Brooklyn Community High School,BROOKLYN,11219
1/1/2020,Collaborative Arts Middle School,QUEENS,11413
1/1/2020,Bronx High School for Writing and Communication Arts,BRONX,10467
1/1/2020,P.S. 128 Audubon,MANHATTAN,10032
1/1/2020,P.S. 38 Roberto Clemente,MANHATTAN,10029
1/1/2020,P.S. 205 Fiorello LaGuardia,BRONX,10458
1/1/2020,I.S. 254,BRONX,10458
1/1/2020,High School for Law and Public Service,MANHATTAN,10040
1/1/2020,ACORN Community High School,BROOKLYN,11238
1/1/2020,Queens Academy High School,QUEENS,11354
1/1/2020,P.S. 254 Dag Hammarskjold,BROOKLYN,11235
1/1/2020,Academy of Medical Technology: A College Board School,QUEENS,11691
1/1/2020,P.S. 161 Juan Ponce De Leon School,BRONX,10455
1/1/2020,Bronx Early College Academy for Teaching & Learning,BRONX,10456
1/1/2020,P.S. 264 Bay Ridge Elementary School For The Arts,BROOKLYN,11209
1/1/2020,Queens High School for Language Studies,QUEENS,11354
1/1/2020,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,QUEENS,11385
1/1/2020,P.S. 39 Francis J. Murphy Jr.,STATEN ISLAND,10305
1/1/2020,P.S. 316 Elijah Stroud,BROOKLYN,11238
1/1/2020,P.S. 091 The Albany Avenue School,BROOKLYN,11203
1/1/2020,South Bronx International Middle School,BRONX,10456
1/1/2020,P.S. 059 Beekman Hill International,MANHATTAN,10019
1/1/2020,Bronx Engineering and Technology Academy,BRONX,10463
1/1/2020,Baccalaureate School for Global Education,QUEENS,11106
1/1/2020,Academy of Finance and Enterprise,QUEENS,11101
1/1/2020,Liberty High School Academy for Newcomers,MANHATTAN,10011
1/1/2020,Queens Technical High School,QUEENS,11101
1/1/2020,J.H.S. 057 Whitelaw Reid,BROOKLYN,11221
1/1/2020,P.S. 045 John Tyler,STATEN ISLAND,10310
1/1/2020,High School of Sports Management,BROOKLYN,11214
1/1/2020,P.S. 149 Danny Kaye,BROOKLYN,11207
1/1/2020,"I.S. X318 Math, Science & Technology Through Arts",BRONX,10457
1/1/2020,Tag Young Scholars,MANHATTAN,10029
1/1/2020,P.S. 110 Florence Nightingale,MANHATTAN,10002
1/1/2020,I.S. 206 Ann Mersereau,BRONX,10468
1/1/2020,P.S. 241 Emma L. Johnston,BROOKLYN,11225
1/1/2020,W. H. Maxwell Career and Technical Education High School,BROOKLYN,11207
1/1/2020,"Young Women's Leadership School, Queens",QUEENS,11432
1/1/2020,The Urban Assembly Unison School,BROOKLYN,11238
1/1/2020,P.S. 183 Dr. Richard R. Green,QUEENS,11693
1/1/2020,I.S. 227 Louis Armstrong,QUEENS,11369
1/1/2020,P.S. 096,QUEENS,11420
1/1/2020,I.S. 204 Oliver W. Holmes,QUEENS,11106
